WIC Job Location Snapshot ID,First Posting Date,_noc21_clean,Job Title,NOC21 Code Name,Province/Territory,City,Economic  Region,Salary Minimum,Salary Maximum,Salary Per,_salary_per_corrected,salary_min_annual,salary_max_annual,salary_avg_annual,Education LOS,Experience Level,Hours Minimum,Hours Maximum,Hours Per,_source_month
15488884,2026/04/21,21222,information technology (IT) analyst,Information systems specialists,Ontario,Toronto,Toronto Region,25.0,25.0,Hour,Hour,52000.0,52000.0,52000.0,,,,,,apr2026
15486128,2026/04/22,21211,artificial intelligence (AI) consultant,Data scientists,Ontario,Toronto,Toronto Region,30.0,69.74,Hour,Hour,62400.0,145059.19999999998,103729.59999999999,,,,,,apr2026
15492073,2026/04/24,21221,business systems analyst,Business systems specialists,Ontario,Toronto,Toronto Region,30.67,62.5,Hour,Hour,63793.600000000006,130000.0,96896.8,,,,,,apr2026
15496408,2026/04/25,21221,business systems analyst,Business systems specialists,Ontario,Toronto,Toronto Region,30.67,62.5,Hour,Hour,63793.600000000006,130000.0,96896.8,,,,,,apr2026
15497347,2026/04/26,21222,information technology (IT) analyst,Information systems specialists,Ontario,Toronto,Toronto Region,55.0,55.0,Hour,Hour,114400.0,114400.0,114400.0,,,,,,apr2026
15496904,2026/04/26,21223,data analyst - informatics and systems,Database analysts and data administrators,Ontario,Toronto,Toronto Region,25.0,61.03,Hour,Hour,52000.0,126942.40000000001,89471.20000000001,,,,,,apr2026
15497169,2026/04/27,21222,"analyst, systems",Information systems specialists,Ontario,Toronto,Toronto Region,28.85,68.68,Hour,Hour,60008.0,142854.40000000002,101431.20000000001,,,,,,apr2026
15504993,2026/04/28,21211,artificial intelligence (AI) consultant,Data scientists,Ontario,Toronto,Toronto Region,135000.0,155000.0,Year,Year,135000.0,155000.0,145000.0,,,,,,apr2026
15502730,2026/04/28,21211,data scientist,Data scientists,Ontario,Toronto,Toronto Region,30.0,69.74,Hour,Hour,62400.0,145059.19999999998,103729.59999999999,,,,,,apr2026
15507745,2026/04/29,21221,business systems analyst,Business systems specialists,Ontario,Etobicoke,Toronto Region,71000.0,71000.0,Year,Year,71000.0,71000.0,71000.0,Bachelor's degree,2 years to less than 3 years,30.0,35.0,Week,apr2026
15481002,2026/04/17,21222,information technology (IT) analyst,Information systems specialists,Ontario,London,London Region,28.83,28.83,Hour,Hour,59966.399999999994,59966.399999999994,59966.399999999994,,,,,,apr2026
15501263,2026/04/27,21222,information technology (IT) analyst,Information systems specialists,Ontario,Hamilton,Hamilton–Niagara Peninsula Region,40000.0,40000.0,Year,Year,40000.0,40000.0,40000.0,,,,,,apr2026
15430587,2026/04/03,21222,information technology (IT) analyst,Information systems specialists,Ontario,,,3200.0,4000.0,Year,Month,38400.0,48000.0,43200.0,,,,,,apr2026
15468925,2026/04/15,21222,information technology (IT) analyst,Information systems specialists,Ontario,Brantford,Hamilton–Niagara Peninsula Region,22.0,22.0,Hour,Hour,45760.0,45760.0,45760.0,,,,,,apr2026
15369151,2026/04/01,21223,database analyst,Database analysts and data administrators,Ontario,Nepean,Ottawa Region,150000.0,170000.0,Year,Year,150000.0,170000.0,160000.0,Bachelor's degree,5 years or more,37.5,37.5,Week,apr2026
15397060,2026/04/09,21222,information technology (IT) analyst,Information systems specialists,Ontario,North Bay,Northeast Region,121000.0,154000.0,Year,Year,121000.0,154000.0,137500.0,,,,,,apr2026
15477281,2026/04/20,21211,Data Analytics Specialist,Data scientists,Ontario,Ottawa,Ottawa Region,94193.0,94193.0,Year,Year,94193.0,94193.0,94193.0,,,,,,apr2026
15481194,2026/04/20,21222,information technology (IT) analyst,Information systems specialists,Ontario,Ottawa,Ottawa Region,140000.0,200000.0,Year,Year,140000.0,200000.0,170000.0,,,,,,apr2026
15481089,2026/04/16,21211,data engineer,Data scientists,Ontario,Windsor,Windsor-Sarnia Region,36.8,38.11,Hour,Hour,76544.0,79268.8,77906.4,,,,,,apr2026
15382525,2026/04/07,21222,information systems analyst - computer systems,Information systems specialists,Ontario,Mississauga,Toronto Region,48.08,48.08,Hour,Hour,100006.4,100006.4,100006.4,Bachelor's degree,2 years to less than 3 years,30.0,44.0,Week,apr2026
15430513,2026/04/10,21222,information technology (IT) analyst,Information systems specialists,Ontario,Mississauga,Toronto Region,100000.0,100000.0,Year,Year,100000.0,100000.0,100000.0,,,,,,apr2026
15508791,2026/04/29,21222,information technology (IT) analyst,Information systems specialists,Ontario,Mississauga,Toronto Region,72000.0,72000.0,Year,Year,72000.0,72000.0,72000.0,,,,,,apr2026
15380550,2026/04/06,21222,information technology (IT) analyst,Information systems specialists,Ontario,Oshawa,Toronto Region,75.98,92.58,Hour,Hour,158038.4,192566.4,175302.4,,,,,,apr2026
15441541,2026/04/10,21223,data analyst - informatics and systems,Database analysts and data administrators,Ontario,Oshawa,Toronto Region,36.02,36.02,Hour,Hour,74921.6,74921.6,74921.6,,,,,,apr2026
15369710,2026/04/01,21222,"quality assurance analyst, information systems",Information systems specialists,Ontario,Toronto,Toronto Region,28.85,68.68,Hour,Hour,60008.0,142854.40000000002,101431.20000000001,,,,,,apr2026
15376182,2026/04/03,21211,data scientist,Data scientists,Ontario,Toronto,Toronto Region,30.0,69.74,Hour,Hour,62400.0,145059.19999999998,103729.59999999999,,,,,,apr2026
15375310,2026/04/03,21211,artificial intelligence (AI) consultant,Data scientists,Ontario,Toronto,Toronto Region,30.0,69.74,Hour,Hour,62400.0,145059.19999999998,103729.59999999999,,,,,,apr2026
15377002,2026/04/04,21222,solutions architect - information technology (IT),Information systems specialists,Ontario,Toronto,Toronto Region,28.85,68.68,Hour,Hour,60008.0,142854.40000000002,101431.20000000001,,,,,,apr2026
15430461,2026/04/13,21221,informatics business analyst,Business systems specialists,Ontario,Toronto,Toronto Region,27.0,62.0,Hour,Hour,56160.0,128960.0,92560.0,,,,,,apr2026
15387419,2026/04/08,21222,"analyst, computer",Information systems specialists,Ontario,Toronto,Toronto Region,28.85,68.68,Hour,Hour,60008.0,142854.40000000002,101431.20000000001,,,,,,apr2026
15384635,2026/04/08,21211,data engineer,Data scientists,Ontario,Toronto,Toronto Region,98000.0,98000.0,Year,Year,98000.0,98000.0,98000.0,Bachelor's degree,5 years or more,37.5,37.5,Week,apr2026
15389596,2026/04/09,21222,"analyst, systems",Information systems specialists,Ontario,Toronto,Toronto Region,28.85,68.68,Hour,Hour,60008.0,142854.40000000002,101431.20000000001,,,,,,apr2026
15410057,2026/04/10,21222,"analyst, information technology (IT)",Information systems specialists,Ontario,Toronto,Toronto Region,28.85,68.68,Hour,Hour,60008.0,142854.40000000002,101431.20000000001,,,,,,apr2026
15402241,2026/04/10,21221,"business analyst, informatics",Business systems specialists,Ontario,Toronto,Toronto Region,30.67,62.5,Hour,Hour,63793.600000000006,130000.0,96896.8,,,,,,apr2026
15509813,2026/04/30,21211,artificial intelligence (AI) consultant,Data scientists,Ontario,Toronto,Toronto Region,30.0,69.74,Hour,Hour,62400.0,145059.19999999998,103729.59999999999,,,,,,apr2026
15429425,2026/04/11,21222,"analyst, systems",Information systems specialists,Ontario,Toronto,Toronto Region,28.85,68.68,Hour,Hour,60008.0,142854.40000000002,101431.20000000001,,,,,,apr2026
15481030,2026/04/20,21222,information technology (IT) analyst,Information systems specialists,Ontario,Toronto,Toronto Region,35.0,35.0,Hour,Hour,72800.0,72800.0,72800.0,,,,,,apr2026
15469245,2026/04/14,21222,information technology (IT) analyst,Information systems specialists,Ontario,Toronto,Toronto Region,41.0,41.0,Hour,Hour,85280.0,85280.0,85280.0,,,,,,apr2026
15436082,2026/04/14,21222,solutions architect - information technology (IT),Information systems specialists,Ontario,Toronto,Toronto Region,28.85,68.68,Hour,Hour,60008.0,142854.40000000002,101431.20000000001,,,,,,apr2026
15477036,2026/04/20,21221,business systems analyst,Business systems specialists,Ontario,Toronto,Toronto Region,30.67,62.5,Hour,Hour,63793.600000000006,130000.0,96896.8,,,,,,apr2026
15429821,2026/04/12,21221,business systems analyst,Business systems specialists,Ontario,Toronto,Toronto Region,30.67,62.5,Hour,Hour,63793.600000000006,130000.0,96896.8,,,,,,apr2026
15481193,2026/04/16,21222,information technology (IT) analyst,Information systems specialists,Ontario,Toronto,Toronto Region,20.0,20.0,Hour,Hour,41600.0,41600.0,41600.0,,,,,,apr2026
15481094,2026/04/16,21222,information technology (IT) analyst,Information systems specialists,Ontario,Toronto,Toronto Region,35.0,35.0,Hour,Hour,72800.0,72800.0,72800.0,,,,,,apr2026
15468309,2026/04/15,21222,"analyst, systems",Information systems specialists,Ontario,Toronto,Toronto Region,28.85,68.68,Hour,Hour,60008.0,142854.40000000002,101431.20000000001,,,,,,apr2026
15465763,2026/04/15,21222,"analyst, computer systems",Information systems specialists,Ontario,Toronto,Toronto Region,28.85,68.68,Hour,Hour,60008.0,142854.40000000002,101431.20000000001,,,,,,apr2026
15470616,2026/04/16,21211,artificial intelligence (AI) consultant,Data scientists,Ontario,Toronto,Toronto Region,30.0,69.74,Hour,Hour,62400.0,145059.19999999998,103729.59999999999,,,,,,apr2026
15470699,2026/04/16,21222,solutions architect - information technology (IT),Information systems specialists,Ontario,Toronto,Toronto Region,28.85,68.68,Hour,Hour,60008.0,142854.40000000002,101431.20000000001,,,,,,apr2026
15472437,2026/04/17,21222,"analyst, systems",Information systems specialists,Ontario,Toronto,Toronto Region,28.85,68.68,Hour,Hour,60008.0,142854.40000000002,101431.20000000001,,,,,,apr2026
15488971,2026/04/17,21222,information technology (IT) analyst,Information systems specialists,Ontario,Toronto,Toronto Region,50000.0,50000.0,Year,Year,50000.0,50000.0,50000.0,,,,,,apr2026
15488707,2026/04/21,21222,information technology (IT) analyst,Information systems specialists,Ontario,Toronto,Toronto Region,80.0,80.0,Hour,Hour,166400.0,166400.0,166400.0,,,,,,apr2026
15488879,2026/04/21,21222,information technology (IT) analyst,Information systems specialists,Ontario,Toronto,Toronto Region,60.0,60.0,Hour,Hour,124800.0,124800.0,124800.0,,,,,,apr2026
15492486,2026/04/23,21222,information technology (IT) analyst,Information systems specialists,Ontario,Toronto,Toronto Region,40.0,40.0,Hour,Hour,83200.0,83200.0,83200.0,,,,,,apr2026
15490050,2026/04/23,21222,"analyst, systems",Information systems specialists,Ontario,Toronto,Toronto Region,28.85,68.68,Hour,Hour,60008.0,142854.40000000002,101431.20000000001,,,,,,apr2026
15497339,2026/04/24,21211,data engineer,Data scientists,Ontario,Toronto,Toronto Region,10000.0,10000.0,Month,Month,120000.0,120000.0,120000.0,,,,,,apr2026
15497450,2026/04/24,21211,data engineer,Data scientists,Ontario,Toronto,Toronto Region,86000.0,86000.0,Year,Year,86000.0,86000.0,86000.0,,,,,,apr2026
15492596,2026/04/24,21211,data engineer,Data scientists,Ontario,Toronto,Toronto Region,10000.0,10000.0,Month,Month,120000.0,120000.0,120000.0,,,,,,apr2026
15497377,2026/04/25,21222,information technology (IT) analyst,Information systems specialists,Ontario,Toronto,Toronto Region,77890.0,90980.0,Year,Year,77890.0,90980.0,84435.0,,,,,,apr2026
15496169,2026/04/25,21211,data scientist,Data scientists,Ontario,Toronto,Toronto Region,30.0,69.74,Hour,Hour,62400.0,145059.19999999998,103729.59999999999,,,,,,apr2026
15488745,2026/04/22,21211,quantitative analyst,Data scientists,Ontario,Toronto,Toronto Region,25.0,25.0,Hour,Hour,52000.0,52000.0,52000.0,,,,,,apr2026
15508943,2026/04/29,21222,information technology (IT) analyst,Information systems specialists,Ontario,Toronto,Toronto Region,45.0,45.0,Hour,Hour,93600.0,93600.0,93600.0,,,,,,apr2026
15502634,2026/04/28,21211,data scientist,Data scientists,Ontario,Toronto,Toronto Region,30.0,69.74,Hour,Hour,62400.0,145059.19999999998,103729.59999999999,,,,,,apr2026
15508734,2026/04/28,21222,information technology (IT) analyst,Information systems specialists,Ontario,Toronto,Toronto Region,45.0,45.0,Hour,Hour,93600.0,93600.0,93600.0,,,,,,apr2026
15508753,2026/04/28,21222,information technology (IT) analyst,Information systems specialists,Ontario,Toronto,Toronto Region,35.0,35.0,Hour,Hour,72800.0,72800.0,72800.0,,,,,,apr2026
15508391,2026/04/28,21221,business systems analyst,Business systems specialists,Ontario,Toronto,Toronto Region,27.0,62.0,Hour,Hour,56160.0,128960.0,92560.0,,,,,,apr2026
15384377,2026/04/08,21222,systems implementation consultant ,Information systems specialists,Ontario,La Salette,Hamilton–Niagara Peninsula Region,25.0,26.0,Hour,Hour,52000.0,54080.0,53040.0,Secondary (high) school graduation certificate,2 years to less than 3 years,30.0,50.0,Week,apr2026
15430519,2026/04/10,21222,information technology (IT) analyst,Information systems specialists,Ontario,Hamilton,Hamilton–Niagara Peninsula Region,23.0,25.0,Hour,Hour,47840.0,52000.0,49920.0,,,,,,apr2026
15465798,2026/04/15,21221,information technology (IT) business analyst,Business systems specialists,Ontario,Milton,Toronto Region,52.88,57.7,Hour,Hour,109990.40000000001,120016.0,115003.20000000001,Bachelor's degree,5 years or more,37.5,37.5,Week,apr2026
15368747,2026/04/01,21222,information technology (IT) analyst,Information systems specialists,Ontario,,,85000.0,85000.0,Year,Year,85000.0,85000.0,85000.0,,,,,,apr2026
15489025,2026/04/21,21222,information technology (IT) analyst,Information systems specialists,Ontario,Cobourg,Muskoka–Kawarthas Region,30.0,30.0,Hour,Hour,62400.0,62400.0,62400.0,,,,,,apr2026
15387620,2026/04/07,21222,information technology (IT) analyst,Information systems specialists,Ontario,Hanover,Stratford–Bruce Peninsula Region,55000.0,60000.0,Year,Year,55000.0,60000.0,57500.0,,,,,,apr2026
15488729,2026/04/21,21222,information technology (IT) analyst,Information systems specialists,Ontario,North Bay,Northeast Region,28.0,30.0,Hour,Hour,58240.0,62400.0,60320.0,,,,,,apr2026
15374565,2026/04/02,21223,"administrator, database",Database analysts and data administrators,Ontario,Ottawa,Ottawa Region,77120.0,90780.0,Hour,Year,77120.0,90780.0,83950.0,,,,,,apr2026
15415785,2026/04/06,21222,informatics consultant,Information systems specialists,Ontario,Ottawa,Ottawa Region,110651.68,110651.68,Year,Year,110651.68,110651.68,110651.68,,,,,,apr2026
15497351,2026/04/25,21222,information technology (IT) analyst,Information systems specialists,Ontario,Ottawa,Ottawa Region,77890.0,90980.0,Year,Year,77890.0,90980.0,84435.0,,,,,,apr2026
15429421,2026/04/11,21222,"analyst, information technology (IT)",Information systems specialists,Ontario,Mississauga,Toronto Region,28.85,68.68,Hour,Hour,60008.0,142854.40000000002,101431.20000000001,,,,,,apr2026
15380571,2026/04/03,21222,information technology (IT) analyst,Information systems specialists,Ontario,Toronto,Toronto Region,21.0,23.0,Hour,Hour,43680.0,47840.0,45760.0,,,,,,apr2026
15468769,2026/04/13,21222,information technology (IT) analyst,Information systems specialists,Ontario,Toronto,Toronto Region,25.0,25.0,Hour,Hour,52000.0,52000.0,52000.0,,,,,,apr2026
15469375,2026/04/13,21222,information technology (IT) analyst,Information systems specialists,Ontario,Toronto,Toronto Region,80.0,80.0,Hour,Hour,166400.0,166400.0,166400.0,,,,,,apr2026
15469507,2026/04/13,21222,information technology (IT) analyst,Information systems specialists,Ontario,Toronto,Toronto Region,80.0,80.0,Hour,Hour,166400.0,166400.0,166400.0,,,,,,apr2026
15431913,2026/04/13,21211,artificial intelligence (AI) consultant,Data scientists,Ontario,Toronto,Toronto Region,30.0,69.74,Hour,Hour,62400.0,145059.19999999998,103729.59999999999,,,,,,apr2026
15430666,2026/04/09,21211,data engineer,Data scientists,Ontario,Toronto,Toronto Region,10000.0,10000.0,Month,Month,120000.0,120000.0,120000.0,,,,,,apr2026
15388974,2026/04/09,21211,machine learning specialist,Data scientists,Ontario,Toronto,Toronto Region,125800.0,157300.0,Year,Year,125800.0,157300.0,141550.0,Bachelor's degree,3 years to less than 5 years,36.25,36.25,Week,apr2026
15397105,2026/04/09,21222,information technology (IT) analyst,Information systems specialists,Ontario,Toronto,Toronto Region,50000.0,50000.0,Year,Year,50000.0,50000.0,50000.0,,,,,,apr2026
15468923,2026/04/14,21222,information technology (IT) analyst,Information systems specialists,Ontario,Toronto,Toronto Region,45.0,45.0,Hour,Hour,93600.0,93600.0,93600.0,,,,,,apr2026
15410058,2026/04/11,21221,business systems analyst,Business systems specialists,Ontario,Toronto,Toronto Region,30.67,62.5,Hour,Hour,63793.600000000006,130000.0,96896.8,,,,,,apr2026
15436073,2026/04/14,21222,management information systems (MIS) analyst,Information systems specialists,Ontario,Toronto,Toronto Region,28.85,68.68,Hour,Hour,60008.0,142854.40000000002,101431.20000000001,,,,,,apr2026
15480652,2026/04/20,21211,data engineer,Data scientists,Ontario,Toronto,Toronto Region,10000.0,10000.0,Month,Month,120000.0,120000.0,120000.0,,,,,,apr2026
15477932,2026/04/20,21211,artificial intelligence (AI) consultant,Data scientists,Ontario,Toronto,Toronto Region,30.0,69.74,Hour,Hour,62400.0,145059.19999999998,103729.59999999999,,,,,,apr2026
15463287,2026/04/15,21223,data analyst - informatics and systems,Database analysts and data administrators,Ontario,Toronto,Toronto Region,25.0,61.03,Hour,Hour,52000.0,126942.40000000001,89471.20000000001,,,,,,apr2026
15463301,2026/04/15,21222,"analyst, systems",Information systems specialists,Ontario,Toronto,Toronto Region,28.85,68.68,Hour,Hour,60008.0,142854.40000000002,101431.20000000001,,,,,,apr2026
15473890,2026/04/17,21211,artificial intelligence (AI) consultant,Data scientists,Ontario,Toronto,Toronto Region,30.0,69.74,Hour,Hour,62400.0,145059.19999999998,103729.59999999999,,,,,,apr2026
15482442,2026/04/21,21222,data processing consultant,Information systems specialists,Ontario,Toronto,Toronto Region,28.85,68.68,Hour,Hour,60008.0,142854.40000000002,101431.20000000001,,,,,,apr2026
15488836,2026/04/22,21222,information technology (IT) analyst,Information systems specialists,Ontario,Toronto,Toronto Region,90.0,90.0,Hour,Hour,187200.0,187200.0,187200.0,,,,,,apr2026
15501279,2026/04/24,21211,data engineer,Data scientists,Ontario,Toronto,Toronto Region,10000.0,10000.0,Month,Month,120000.0,120000.0,120000.0,,,,,,apr2026
15492299,2026/04/23,21211,data engineer,Data scientists,Ontario,Toronto,Toronto Region,110000.0,110000.0,Year,Year,110000.0,110000.0,110000.0,,,,,,apr2026
15496089,2026/04/25,21211,artificial intelligence (AI) consultant,Data scientists,Ontario,Toronto,Toronto Region,30.0,69.74,Hour,Hour,62400.0,145059.19999999998,103729.59999999999,,,,,,apr2026
15501278,2026/04/25,21222,information technology (IT) analyst,Information systems specialists,Ontario,Toronto,Toronto Region,77890.0,90980.0,Year,Year,77890.0,90980.0,84435.0,,,,,,apr2026
15495636,2026/04/25,21222,solutions architect - information technology (IT),Information systems specialists,Ontario,Toronto,Toronto Region,28.85,68.68,Hour,Hour,60008.0,142854.40000000002,101431.20000000001,,,,,,apr2026
15497455,2026/04/26,21222,information technology (IT) analyst,Information systems specialists,Ontario,Toronto,Toronto Region,80.0,80.0,Hour,Hour,166400.0,166400.0,166400.0,,,,,,apr2026
15496867,2026/04/26,21211,data mining analyst,Data scientists,Ontario,Toronto,Toronto Region,30.0,69.74,Hour,Hour,62400.0,145059.19999999998,103729.59999999999,,,,,,apr2026
15497400,2026/04/26,21222,information technology (IT) analyst,Information systems specialists,Ontario,Toronto,Toronto Region,22.0,22.0,Hour,Hour,45760.0,45760.0,45760.0,,,,,,apr2026
15496877,2026/04/26,21221,business systems analyst,Business systems specialists,Ontario,Toronto,Toronto Region,30.67,62.5,Hour,Hour,63793.600000000006,130000.0,96896.8,,,,,,apr2026
15501311,2026/04/27,21222,information technology (IT) analyst,Information systems specialists,Ontario,Toronto,Toronto Region,60000.0,95000.0,Year,Year,60000.0,95000.0,77500.0,,,,,,apr2026
15508841,2026/04/28,21222,information technology (IT) analyst,Information systems specialists,Ontario,Toronto,Toronto Region,65000.0,90000.0,Year,Year,65000.0,90000.0,77500.0,,,,,,apr2026
15481234,2026/04/20,21222,information technology (IT) analyst,Information systems specialists,Ontario,Bowmanville,Toronto Region,45000.0,47000.0,Year,Year,45000.0,47000.0,46000.0,,,,,,apr2026
15500208,2026/04/27,21222,information technology (IT) specialist,Information systems specialists,Ontario,Kitchener,Kitchener–Waterloo–Barrie Region,45000.0,50000.0,Year,Year,45000.0,50000.0,47500.0,Bachelor's degree,3 years to less than 5 years,37.5,37.5,Week,apr2026
15430626,2026/04/11,21222,information technology (IT) analyst,Information systems specialists,Ontario,Hamilton,Hamilton–Niagara Peninsula Region,24.89,24.89,Hour,Hour,51771.200000000004,51771.200000000004,51771.200000000004,,,,,,apr2026
15430584,2026/04/11,21222,information technology (IT) analyst,Information systems specialists,Ontario,Vaughan,Toronto Region,75000.0,75000.0,Year,Year,75000.0,75000.0,75000.0,,,,,,apr2026
15290032,2026/02/26,21222,information technology (IT) analyst,Information systems specialists,Ontario,Pickering,Toronto Region,30.0,30.0,Hour,Hour,62400.0,62400.0,62400.0,,,,,,feb2026
15280697,2026/02/20,21222,information technology (IT) analyst,Information systems specialists,Ontario,Cambridge,Kitchener–Waterloo–Barrie Region,48000.0,48000.0,Year,Year,48000.0,48000.0,48000.0,,,,,,feb2026
15293623,2026/02/27,21222,information technology (IT) analyst,Information systems specialists,Ontario,North Bay,Northeast Region,194.0,194.0,Day,Day,50440.0,50440.0,50440.0,,,,,,feb2026
15280824,2026/02/14,21211,data scientist,Data scientists,Ontario,Ottawa,Ottawa Region,100000.0,100000.0,Year,Year,100000.0,100000.0,100000.0,,,,,,feb2026
15235405,2026/02/03,21222,IT (information technology) consultant,Information systems specialists,Ontario,Sudbury,Northeast Region,24.0,25.0,Hour,Hour,49920.0,52000.0,50960.0,"College, CEGEP or other non-university certificate or diploma from a program of 3 months to less than 1 year",1 year to less than 2 years,20.0,40.0,Week,feb2026
15280728,2026/02/19,21222,information technology (IT) analyst,Information systems specialists,Ontario,Brampton,Toronto Region,10000.0,10000.0,Month,Month,120000.0,120000.0,120000.0,,,,,,feb2026
15285112,2026/02/22,21222,information technology (IT) analyst,Information systems specialists,Ontario,Mississauga,Toronto Region,100000.0,100000.0,Year,Year,100000.0,100000.0,100000.0,,,,,,feb2026
15251176,2026/02/10,21222,applications analyst - computer systems,Information systems specialists,Ontario,Mississauga,Toronto Region,26.0,63.0,Hour,Hour,54080.0,131040.0,92560.0,,,,,,feb2026
15262475,2026/02/07,21211,data scientist,Data scientists,Ontario,Mississauga,Toronto Region,30.0,69.74,Hour,Hour,62400.0,145059.19999999998,103729.59999999999,,,,,,feb2026
15257881,2026/02/12,21223,database analyst,Database analysts and data administrators,Ontario,Mississauga,Toronto Region,44.6,44.6,Hour,Hour,92768.0,92768.0,92768.0,Bachelor's degree,1 year to less than 2 years,30.0,30.0,Week,feb2026
15244646,2026/02/05,21222,information technology (IT) analyst,Information systems specialists,Ontario,Mississauga,Toronto Region,50000.0,50000.0,Year,Year,50000.0,50000.0,50000.0,,,,,,feb2026
15281103,2026/02/21,21222,information technology (IT) analyst,Information systems specialists,Ontario,Toronto,Toronto Region,75593.0,75593.0,Year,Year,75593.0,75593.0,75593.0,,,,,,feb2026
15293684,2026/02/27,21222,information technology (IT) analyst,Information systems specialists,Ontario,Toronto,Toronto Region,18.0,20.0,Hour,Hour,37440.0,41600.0,39520.0,,,,,,feb2026
15292168,2026/02/28,21211,data mining analyst,Data scientists,Ontario,Toronto,Toronto Region,30.0,69.74,Hour,Hour,62400.0,145059.19999999998,103729.59999999999,,,,,,feb2026
15246669,2026/02/07,21221,business systems analyst,Business systems specialists,Ontario,Toronto,Toronto Region,30.67,62.5,Hour,Hour,63793.600000000006,130000.0,96896.8,,,,,,feb2026
15263329,2026/02/14,21221,business systems analyst,Business systems specialists,Ontario,Toronto,Toronto Region,30.67,62.5,Hour,Hour,63793.600000000006,130000.0,96896.8,,,,,,feb2026
15280596,2026/02/24,21211,data scientist,Data scientists,Ontario,Toronto,Toronto Region,30.0,69.74,Hour,Hour,62400.0,145059.19999999998,103729.59999999999,,,,,,feb2026
15290069,2026/02/26,21222,information technology (IT) analyst,Information systems specialists,Ontario,Toronto,Toronto Region,40.0,40.0,Hour,Hour,83200.0,83200.0,83200.0,,,,,,feb2026
15286785,2026/02/24,21222,information technology (IT) analyst,Information systems specialists,Ontario,Toronto,Toronto Region,93000.0,113000.0,Year,Year,93000.0,113000.0,103000.0,,,,,,feb2026
15245594,2026/02/07,21221,"business analyst, informatics",Business systems specialists,Ontario,Toronto,Toronto Region,30.67,62.5,Hour,Hour,63793.600000000006,130000.0,96896.8,,,,,,feb2026
15245551,2026/02/07,21222,"consultant, information technology (IT)",Information systems specialists,Ontario,Toronto,Toronto Region,28.85,68.68,Hour,Hour,60008.0,142854.40000000002,101431.20000000001,,,,,,feb2026
15286591,2026/02/26,21222,management information systems (MIS) consultant,Information systems specialists,Ontario,Toronto,Toronto Region,28.85,68.68,Hour,Hour,60008.0,142854.40000000002,101431.20000000001,,,,,,feb2026
15305539,2026/02/25,21223,"administrator, database",Database analysts and data administrators,Ontario,Toronto,Toronto Region,110000.0,110000.0,Year,Year,110000.0,110000.0,110000.0,,,,,,feb2026
15284467,2026/02/25,21211,data scientist,Data scientists,Ontario,Toronto,Toronto Region,30.0,69.74,Hour,Hour,62400.0,145059.19999999998,103729.59999999999,,,,,,feb2026
15261674,2026/02/13,21211,data scientist,Data scientists,Ontario,Toronto,Toronto Region,30.0,69.74,Hour,Hour,62400.0,145059.19999999998,103729.59999999999,,,,,,feb2026
15247113,2026/02/08,21222,"analyst, computer",Information systems specialists,Ontario,Toronto,Toronto Region,28.85,68.68,Hour,Hour,60008.0,142854.40000000002,101431.20000000001,,,,,,feb2026
15275232,2026/02/20,21211,data architect,Data scientists,Ontario,Toronto,Toronto Region,70.0,80.0,Hour,Hour,145600.0,166400.0,156000.0,,,,,,feb2026
15246690,2026/02/08,21222,computer systems analyst,Information systems specialists,Ontario,Toronto,Toronto Region,28.85,68.68,Hour,Hour,60008.0,142854.40000000002,101431.20000000001,,,,,,feb2026
15246970,2026/02/08,21221,business systems analyst,Business systems specialists,Ontario,Toronto,Toronto Region,30.67,62.5,Hour,Hour,63793.600000000006,130000.0,96896.8,,,,,,feb2026
15246911,2026/02/08,21221,business systems analyst,Business systems specialists,Ontario,Toronto,Toronto Region,30.67,62.5,Hour,Hour,63793.600000000006,130000.0,96896.8,,,,,,feb2026
15261634,2026/02/11,21211,data scientist,Data scientists,Ontario,Toronto,Toronto Region,30.0,69.74,Hour,Hour,62400.0,145059.19999999998,103729.59999999999,,,,,,feb2026
15262217,2026/02/10,21222,"analyst, management information systems (MIS)",Information systems specialists,Ontario,Toronto,Toronto Region,28.85,68.68,Hour,Hour,60008.0,142854.40000000002,101431.20000000001,,,,,,feb2026
15284991,2026/02/20,21222,information technology (IT) analyst,Information systems specialists,Ontario,Toronto,Toronto Region,52789.0,52789.0,Year,Year,52789.0,52789.0,52789.0,,,,,,feb2026
15281149,2026/02/13,21222,information technology (IT) analyst,Information systems specialists,Ontario,Toronto,Toronto Region,105000.0,125000.0,Year,Year,105000.0,125000.0,115000.0,,,,,,feb2026
15290086,2026/02/26,21222,information technology (IT) analyst,Information systems specialists,Ontario,Barrie,Kitchener–Waterloo–Barrie Region,31.49,31.49,Hour,Hour,65499.2,65499.2,65499.2,,,,,,feb2026
15280806,2026/02/20,21222,information technology (IT) analyst,Information systems specialists,Ontario,Barrie,Kitchener–Waterloo–Barrie Region,28.83,28.83,Hour,Hour,59966.399999999994,59966.399999999994,59966.399999999994,,,,,,feb2026
15279813,2026/02/23,21222,systems consultant,Information systems specialists,Ontario,Markham,Toronto Region,50.0,50.0,Hour,Hour,104000.0,104000.0,104000.0,"College, CEGEP or other non-university certificate or diploma from a program of 1 year to 2 years",2 years to less than 3 years,35.0,35.0,Week,feb2026
