salary_max,latitude,redirect_url,title,created,salary_min,id,description,longitude,contract_time,_search_query,company,category,category_tag,location,location_area,contract_type,city,week,day_of_week,is_recent,skills,text_to_search
,43.706102,https://www.adzuna.ca/details/5710225433?utm_medium=api&utm_source=df320f6a,Data Engineer,2026-04-25 05:33:51+00:00,,5710225433,"Job Description Job Description Job Title: Consultant Data Engineer Location: Remote Job Summary: We're looking for a Senior Data Engineer with strong data platform experience to help with support of existing AWS/dbt platform and that can help with standing up our new GCP platform, working with data engineer. Duties/Responsibilities: Design, build, and maintain scalable systems for ingestion, transformation, and storage of data, with a focus on testing and observability Implement frameworks, to…",-79.402726,,data consultant,Inizio Partners Corp,IT Jobs,it-jobs,"Toronto, Ontario","['Canada', 'Ontario', 'Toronto']",,Toronto,2026-04-20/2026-04-26,Saturday,True,"['AWS', 'GCP', 'dbt']","Data Engineer Job Description Job Description Job Title: Consultant Data Engineer Location: Remote Job Summary: We're looking for a Senior Data Engineer with strong data platform experience to help with support of existing AWS/dbt platform and that can help with standing up our new GCP platform, working with data engineer. Duties/Responsibilities: Design, build, and maintain scalable systems for ingestion, transformation, and storage of data, with a focus on testing and observability Implement frameworks, to…"
,43.706102,https://www.adzuna.ca/details/5648237018?utm_medium=api&utm_source=df320f6a,"Audit Manager I, Global Finance (992)",2026-02-27 23:43:33+00:00,,5648237018,"Work Location: Toronto, Ontario, Canada Hours: 37.5 Line of Business: Audit Pay Details: $81,600 - $115,200 CAD TD is committed to providing fair and equitable compensation opportunities to all colleagues. Growth opportunities and skill development are defining features of the colleague experience at TD. Our compensation policies and practices have been designed to allow colleagues to progress through the salary range over time as they progress in their role. The base pay actually offered may v…",-79.402726,,data consultant,TD Bank,Accounting & Finance Jobs,accounting-finance-jobs,"Toronto, Ontario","['Canada', 'Ontario', 'Toronto']",,Toronto,2026-02-23/2026-03-01,Friday,True,[],"Audit Manager I, Global Finance (992) Work Location: Toronto, Ontario, Canada Hours: 37.5 Line of Business: Audit Pay Details: $81,600 - $115,200 CAD TD is committed to providing fair and equitable compensation opportunities to all colleagues. Growth opportunities and skill development are defining features of the colleague experience at TD. Our compensation policies and practices have been designed to allow colleagues to progress through the salary range over time as they progress in their role. The base pay actually offered may v…"
,43.706102,https://www.adzuna.ca/details/5670373705?utm_medium=api&utm_source=df320f6a,"Audit Manager I, Financial Crimes Issues Validation (944)",2026-03-18 00:58:35+00:00,,5670373705,"Work Location: Toronto, Ontario, Canada Hours: 37.5 Line of Business: Audit Pay Details: $81,600 - $115,200 CAD TD is committed to providing fair and equitable compensation opportunities to all colleagues. Growth opportunities and skill development are defining features of the colleague experience at TD. Our compensation policies and practices have been designed to allow colleagues to progress through the salary range over time as they progress in their role. The base pay actually offered may v…",-79.402726,,data consultant,TD Bank,Accounting & Finance Jobs,accounting-finance-jobs,"Toronto, Ontario","['Canada', 'Ontario', 'Toronto']",,Toronto,2026-03-16/2026-03-22,Wednesday,True,[],"Audit Manager I, Financial Crimes Issues Validation (944) Work Location: Toronto, Ontario, Canada Hours: 37.5 Line of Business: Audit Pay Details: $81,600 - $115,200 CAD TD is committed to providing fair and equitable compensation opportunities to all colleagues. Growth opportunities and skill development are defining features of the colleague experience at TD. Our compensation policies and practices have been designed to allow colleagues to progress through the salary range over time as they progress in their role. The base pay actually offered may v…"
,43.706102,https://www.adzuna.ca/details/5618590534?utm_medium=api&utm_source=df320f6a,"Audit Manager I, TD Securities (893)",2026-02-06 23:52:39+00:00,,5618590534,"Work Location: Toronto, Ontario, Canada Hours: 37.5 Line of Business: Audit Pay Details: $81,600 - $115,200 CAD TD is committed to providing fair and equitable compensation opportunities to all colleagues. Growth opportunities and skill development are defining features of the colleague experience at TD. Our compensation policies and practices have been designed to allow colleagues to progress through the salary range over time as they progress in their role. The base pay actually offered may v…",-79.402726,,data consultant,TD Bank,Accounting & Finance Jobs,accounting-finance-jobs,"Toronto, Ontario","['Canada', 'Ontario', 'Toronto']",,Toronto,2026-02-02/2026-02-08,Friday,True,[],"Audit Manager I, TD Securities (893) Work Location: Toronto, Ontario, Canada Hours: 37.5 Line of Business: Audit Pay Details: $81,600 - $115,200 CAD TD is committed to providing fair and equitable compensation opportunities to all colleagues. Growth opportunities and skill development are defining features of the colleague experience at TD. Our compensation policies and practices have been designed to allow colleagues to progress through the salary range over time as they progress in their role. The base pay actually offered may v…"
,44.810161,https://www.adzuna.ca/details/5676010134?utm_medium=api&utm_source=df320f6a,Senior AI Business Process Engineer,2026-03-23 09:48:55+00:00,,5676010134,"Tiger Analytics is an advanced analytics consulting firm. We are the trusted analytics partner for several Fortune 100 companies, enabling them to generate business value from data. Our consultants bring deep expertise in Data Science, Machine Learning and AI. Our business value and leadership has been recognized by various market research firms, including Forrester and Gartner. As a Senior Business Process Engineer on the Data Solutions Team, you will be responsible for rethinking and redesign…",-80.420891,full_time,data consultant,Tiger Analytics Inc.,IT Jobs,it-jobs,"Ontario, Canada","['Canada', 'Ontario']",,,2026-03-23/2026-03-29,Monday,True,['Machine Learning'],"Senior AI Business Process Engineer Tiger Analytics is an advanced analytics consulting firm. We are the trusted analytics partner for several Fortune 100 companies, enabling them to generate business value from data. Our consultants bring deep expertise in Data Science, Machine Learning and AI. Our business value and leadership has been recognized by various market research firms, including Forrester and Gartner. As a Senior Business Process Engineer on the Data Solutions Team, you will be responsible for rethinking and redesign…"
,43.706102,https://www.adzuna.ca/details/5709195758?utm_medium=api&utm_source=df320f6a,Lead Data Engineer - Data Lake Migration (SAS to Python),2026-04-24 04:15:15+00:00,,5709195758,"Job Title: Lead Data Engineer - Data Lake Migration (SAS to Python) Key Skills: IFRS9 Data Migration Duration: 12 Months Location: Toronto (Hybrid – 4 Days Work From Office) Job Summary We are seeking a Senior Consultant / Data Engineer to lead large-scale data migration from legacy systems to an Enterprise Data Lake for Group Risk Management at Royal Bank of Canada . The role involves migrating data from SAS and SQL Server environments into a modern, scalable data platform. This includes conve…",-79.402726,,data consultant,Astra North Infoteck Inc.,IT Jobs,it-jobs,"Toronto, Ontario","['Canada', 'Ontario', 'Toronto']",contract,Toronto,2026-04-20/2026-04-26,Friday,True,"['Python', 'SQL']","Lead Data Engineer - Data Lake Migration (SAS to Python) Job Title: Lead Data Engineer - Data Lake Migration (SAS to Python) Key Skills: IFRS9 Data Migration Duration: 12 Months Location: Toronto (Hybrid – 4 Days Work From Office) Job Summary We are seeking a Senior Consultant / Data Engineer to lead large-scale data migration from legacy systems to an Enterprise Data Lake for Group Risk Management at Royal Bank of Canada . The role involves migrating data from SAS and SQL Server environments into a modern, scalable data platform. This includes conve…"
,43.706102,https://www.adzuna.ca/details/5713381848?utm_medium=api&utm_source=df320f6a,IT Consulting Expert - AI/ML,2026-04-29 01:12:37+00:00,,5713381848,"About the job Mercor connects elite creative and technical talent with leading AI research labs. Headquartered in San Francisco, our investors include Benchmark , General Catalyst , Peter Thiel , Adam D'Angelo , Larry Summers , and Jack Dorsey . Position: IT Services and Consulting Professional Type: Contract Compensation: $65–$85/hour Location: Remote Role Responsibilities Review and evaluate AI-generated outputs related to solution architecture, technology recommendations, and technical docum…",-79.402726,,data consultant,Mercor,IT Jobs,it-jobs,"Toronto, Ontario","['Canada', 'Ontario', 'Toronto']",contract,Toronto,2026-04-27/2026-05-03,Wednesday,True,[],"IT Consulting Expert - AI/ML About the job Mercor connects elite creative and technical talent with leading AI research labs. Headquartered in San Francisco, our investors include Benchmark , General Catalyst , Peter Thiel , Adam D'Angelo , Larry Summers , and Jack Dorsey . Position: IT Services and Consulting Professional Type: Contract Compensation: $65–$85/hour Location: Remote Role Responsibilities Review and evaluate AI-generated outputs related to solution architecture, technology recommendations, and technical docum…"
,43.706102,https://www.adzuna.ca/details/5713381833?utm_medium=api&utm_source=df320f6a,Senior Technical Writer,2026-04-29 01:12:37+00:00,,5713381833,"About the job Mercor connects elite creative and technical talent with leading AI research labs. Headquartered in San Francisco, our investors include Benchmark , General Catalyst , Peter Thiel , Adam D'Angelo , Larry Summers , and Jack Dorsey . Position: Writing Expert Type: Contract Compensation: $70/hour Location: Remote Commitment: 20 hours/week Role Responsibilities Design and optimize prompts with detailed constraints and instructions. Conduct model testing and grading. Run prompts throug…",-79.402726,,data consultant,Mercor,IT Jobs,it-jobs,"Toronto, Ontario","['Canada', 'Ontario', 'Toronto']",contract,Toronto,2026-04-27/2026-05-03,Wednesday,True,[],"Senior Technical Writer About the job Mercor connects elite creative and technical talent with leading AI research labs. Headquartered in San Francisco, our investors include Benchmark , General Catalyst , Peter Thiel , Adam D'Angelo , Larry Summers , and Jack Dorsey . Position: Writing Expert Type: Contract Compensation: $70/hour Location: Remote Commitment: 20 hours/week Role Responsibilities Design and optimize prompts with detailed constraints and instructions. Conduct model testing and grading. Run prompts throug…"
,43.706102,https://www.adzuna.ca/details/5713381892?utm_medium=api&utm_source=df320f6a,IT Consultant,2026-04-29 01:12:37+00:00,,5713381892,"About the job Mercor connects elite creative and technical talent with leading AI research labs. Headquartered in San Francisco, our investors include Benchmark , General Catalyst , Peter Thiel , Adam D'Angelo , Larry Summers , and Jack Dorsey . Position: IT Services and Consulting Professional Type: Contract Compensation: $65–$85/hour Location: Remote Role Responsibilities Review and evaluate AI-generated outputs related to solution architecture, technology recommendations, and technical docum…",-79.402726,,data consultant,Mercor,IT Jobs,it-jobs,"Toronto, Ontario","['Canada', 'Ontario', 'Toronto']",contract,Toronto,2026-04-27/2026-05-03,Wednesday,True,[],"IT Consultant About the job Mercor connects elite creative and technical talent with leading AI research labs. Headquartered in San Francisco, our investors include Benchmark , General Catalyst , Peter Thiel , Adam D'Angelo , Larry Summers , and Jack Dorsey . Position: IT Services and Consulting Professional Type: Contract Compensation: $65–$85/hour Location: Remote Role Responsibilities Review and evaluate AI-generated outputs related to solution architecture, technology recommendations, and technical docum…"
,43.706102,https://www.adzuna.ca/details/5701589924?utm_medium=api&utm_source=df320f6a,Data Center Design Manager,2026-04-16 15:52:46+00:00,,5701589924,"Job Description AECOM is seeking a talented and experienced Design Manager to oversee a wide variety of colocation and hyperscale data center projects including site due diligence, master-planning, detailed design, and construction administration. The ideal candidate has experience managing the design of colocation and hyperscale data centers, has a background in electrical engineering or mechanical engineering, and possesses exceptional written and verbal communication skills. AECOM is a leade…",-79.402726,,data consultant,AECOM,Engineering Jobs,engineering-jobs,"Toronto, Ontario","['Canada', 'Ontario', 'Toronto']",,Toronto,2026-04-13/2026-04-19,Thursday,True,[],"Data Center Design Manager Job Description AECOM is seeking a talented and experienced Design Manager to oversee a wide variety of colocation and hyperscale data center projects including site due diligence, master-planning, detailed design, and construction administration. The ideal candidate has experience managing the design of colocation and hyperscale data centers, has a background in electrical engineering or mechanical engineering, and possesses exceptional written and verbal communication skills. AECOM is a leade…"
,43.706102,https://www.adzuna.ca/details/5699808651?utm_medium=api&utm_source=df320f6a,Global Economic Intelligence Director - Product Management,2026-04-15 01:41:08+00:00,,5699808651,"Our Purpose _Mastercard powers economies and empowers people in 200 countries and territories worldwide. Together with our customers, we're helping build a sustainable economy where everyone can prosper. We support a wide range of digital payments choices, making transactions secure, simple, smart and accessible. Our technology and innovation, partnerships and networks combine to deliver a unique set of products and services that help people, businesses and governments realize their greatest po…",-79.402726,,data consultant,Mastercard,IT Jobs,it-jobs,"Toronto, Ontario","['Canada', 'Ontario', 'Toronto']",,Toronto,2026-04-13/2026-04-19,Wednesday,True,[],"Global Economic Intelligence Director - Product Management Our Purpose _Mastercard powers economies and empowers people in 200 countries and territories worldwide. Together with our customers, we're helping build a sustainable economy where everyone can prosper. We support a wide range of digital payments choices, making transactions secure, simple, smart and accessible. Our technology and innovation, partnerships and networks combine to deliver a unique set of products and services that help people, businesses and governments realize their greatest po…"
,43.706102,https://www.adzuna.ca/details/5701106546?utm_medium=api&utm_source=df320f6a,"Audit Manager II, TD Securities (985)",2026-04-16 01:45:23+00:00,,5701106546,"Work Location: Toronto, Ontario, Canada Hours: 37.5 Line of Business: Audit Pay Details: $96,900 - $136,800 CAD TD is committed to providing fair and equitable compensation opportunities to all colleagues. Growth opportunities and skill development are defining features of the colleague experience at TD. Our compensation policies and practices have been designed to allow colleagues to progress through the salary range over time as they progress in their role. The base pay actually offered may v…",-79.402726,,data consultant,TD Bank,Accounting & Finance Jobs,accounting-finance-jobs,"Toronto, Ontario","['Canada', 'Ontario', 'Toronto']",,Toronto,2026-04-13/2026-04-19,Thursday,True,[],"Audit Manager II, TD Securities (985) Work Location: Toronto, Ontario, Canada Hours: 37.5 Line of Business: Audit Pay Details: $96,900 - $136,800 CAD TD is committed to providing fair and equitable compensation opportunities to all colleagues. Growth opportunities and skill development are defining features of the colleague experience at TD. Our compensation policies and practices have been designed to allow colleagues to progress through the salary range over time as they progress in their role. The base pay actually offered may v…"
,43.706102,https://www.adzuna.ca/details/5699809526?utm_medium=api&utm_source=df320f6a,"Audit Manager II, Insurance Audit (971)",2026-04-15 01:41:30+00:00,,5699809526,"Work Location: Toronto, Ontario, Canada Hours: 37.5 Line of Business: Audit Pay Details: $96,900 - $136,800 CAD TD is committed to providing fair and equitable compensation opportunities to all colleagues. Growth opportunities and skill development are defining features of the colleague experience at TD. Our compensation policies and practices have been designed to allow colleagues to progress through the salary range over time as they progress in their role. The base pay actually offered may v…",-79.402726,,data consultant,TD Bank,Accounting & Finance Jobs,accounting-finance-jobs,"Toronto, Ontario","['Canada', 'Ontario', 'Toronto']",,Toronto,2026-04-13/2026-04-19,Wednesday,True,[],"Audit Manager II, Insurance Audit (971) Work Location: Toronto, Ontario, Canada Hours: 37.5 Line of Business: Audit Pay Details: $96,900 - $136,800 CAD TD is committed to providing fair and equitable compensation opportunities to all colleagues. Growth opportunities and skill development are defining features of the colleague experience at TD. Our compensation policies and practices have been designed to allow colleagues to progress through the salary range over time as they progress in their role. The base pay actually offered may v…"
,43.706102,https://www.adzuna.ca/details/5680984842?utm_medium=api&utm_source=df320f6a,"Audit Manager I, Compliance Audit Centre of Excellence (964)",2026-03-28 00:53:36+00:00,,5680984842,"Work Location: Toronto, Ontario, Canada Hours: 37.5 Line of Business: Audit Pay Details: $81,600 - $115,200 CAD TD is committed to providing fair and equitable compensation opportunities to all colleagues. Growth opportunities and skill development are defining features of the colleague experience at TD. Our compensation policies and practices have been designed to allow colleagues to progress through the salary range over time as they progress in their role. The base pay actually offered may v…",-79.402726,,data consultant,TD Bank,Accounting & Finance Jobs,accounting-finance-jobs,"Toronto, Ontario","['Canada', 'Ontario', 'Toronto']",,Toronto,2026-03-23/2026-03-29,Saturday,True,[],"Audit Manager I, Compliance Audit Centre of Excellence (964) Work Location: Toronto, Ontario, Canada Hours: 37.5 Line of Business: Audit Pay Details: $81,600 - $115,200 CAD TD is committed to providing fair and equitable compensation opportunities to all colleagues. Growth opportunities and skill development are defining features of the colleague experience at TD. Our compensation policies and practices have been designed to allow colleagues to progress through the salary range over time as they progress in their role. The base pay actually offered may v…"
,43.706102,https://www.adzuna.ca/details/5692812705?utm_medium=api&utm_source=df320f6a,"Senior Auditor, Compliance Audit Centre of Excellence (965)",2026-04-08 01:06:04+00:00,,5692812705,"Work Location: Toronto, Ontario, Canada Hours: 37.5 Line of Business: Audit Pay Details: $69,700 - $98,400 CAD TD is committed to providing fair and equitable compensation opportunities to all colleagues. Growth opportunities and skill development are defining features of the colleague experience at TD. Our compensation policies and practices have been designed to allow colleagues to progress through the salary range over time as they progress in their role. The base pay actually offered may va…",-79.402726,,data consultant,TD Bank,Accounting & Finance Jobs,accounting-finance-jobs,"Toronto, Ontario","['Canada', 'Ontario', 'Toronto']",,Toronto,2026-04-06/2026-04-12,Wednesday,True,[],"Senior Auditor, Compliance Audit Centre of Excellence (965) Work Location: Toronto, Ontario, Canada Hours: 37.5 Line of Business: Audit Pay Details: $69,700 - $98,400 CAD TD is committed to providing fair and equitable compensation opportunities to all colleagues. Growth opportunities and skill development are defining features of the colleague experience at TD. Our compensation policies and practices have been designed to allow colleagues to progress through the salary range over time as they progress in their role. The base pay actually offered may va…"
120000.0,44.810161,https://www.adzuna.ca/details/5710518476?utm_medium=api&utm_source=df320f6a,Project Manager,2026-04-25 16:35:30+00:00,90000.0,5710518476,"Who We Are Welcome to TELUS Digital — where innovation drives impact at a global scale. As an award-winning digital product consultancy and the digital division of TELUS , one of Canada’s largest telecommunications providers, we design and deliver transformative customer experiences through cutting-edge technology, agile thinking, and a people-first culture. With a global team across North America, South America, Central America, Europe, Africa, and APAC, we offer end-to-end expertise across ei…",-80.420891,full_time,data consultant,TELUS Digital,IT Jobs,it-jobs,"Ontario, Canada","['Canada', 'Ontario']",,,2026-04-20/2026-04-26,Saturday,True,[],"Project Manager Who We Are Welcome to TELUS Digital — where innovation drives impact at a global scale. As an award-winning digital product consultancy and the digital division of TELUS , one of Canada’s largest telecommunications providers, we design and deliver transformative customer experiences through cutting-edge technology, agile thinking, and a people-first culture. With a global team across North America, South America, Central America, Europe, Africa, and APAC, we offer end-to-end expertise across ei…"
,43.706102,https://www.adzuna.ca/details/5674903550?utm_medium=api&utm_source=df320f6a,"Senior IT Audit Group Manager, Infrastructure (934)",2026-03-22 00:51:14+00:00,,5674903550,"Work Location: Toronto, Ontario, Canada Hours: 37.5 Line of Business: Audit Pay Details: $115,600 - $163,200 CAD TD is committed to providing fair and equitable compensation opportunities to all colleagues. Growth opportunities and skill development are defining features of the colleague experience at TD. Our compensation policies and practices have been designed to allow colleagues to progress through the salary range over time as they progress in their role. The base pay actually offered may …",-79.402726,,data consultant,TD Bank,Accounting & Finance Jobs,accounting-finance-jobs,"Toronto, Ontario","['Canada', 'Ontario', 'Toronto']",,Toronto,2026-03-16/2026-03-22,Sunday,True,[],"Senior IT Audit Group Manager, Infrastructure (934) Work Location: Toronto, Ontario, Canada Hours: 37.5 Line of Business: Audit Pay Details: $115,600 - $163,200 CAD TD is committed to providing fair and equitable compensation opportunities to all colleagues. Growth opportunities and skill development are defining features of the colleague experience at TD. Our compensation policies and practices have been designed to allow colleagues to progress through the salary range over time as they progress in their role. The base pay actually offered may …"
,43.706102,https://www.adzuna.ca/details/5684862583?utm_medium=api&utm_source=df320f6a,"Audit Manager I, Financial Crimes Audit, High Risk Areas (790)",2026-04-01 00:57:10+00:00,,5684862583,"Work Location: Toronto, Ontario, Canada Hours: 37.5 Line of Business: Audit Pay Details: $81,600 - $115,200 CAD TD is committed to providing fair and equitable compensation opportunities to all colleagues. Growth opportunities and skill development are defining features of the colleague experience at TD. Our compensation policies and practices have been designed to allow colleagues to progress through the salary range over time as they progress in their role. The base pay actually offered may v…",-79.402726,,data consultant,TD Bank,Accounting & Finance Jobs,accounting-finance-jobs,"Toronto, Ontario","['Canada', 'Ontario', 'Toronto']",,Toronto,2026-03-30/2026-04-05,Wednesday,True,[],"Audit Manager I, Financial Crimes Audit, High Risk Areas (790) Work Location: Toronto, Ontario, Canada Hours: 37.5 Line of Business: Audit Pay Details: $81,600 - $115,200 CAD TD is committed to providing fair and equitable compensation opportunities to all colleagues. Growth opportunities and skill development are defining features of the colleague experience at TD. Our compensation policies and practices have been designed to allow colleagues to progress through the salary range over time as they progress in their role. The base pay actually offered may v…"
,43.706102,https://www.adzuna.ca/details/5702981696?utm_medium=api&utm_source=df320f6a,"Manager, Data Analytics & Automation - Data Modernization Architect",2026-04-17 17:40:41+00:00,,5702981696,"Overview At KPMG in Canada, our people bring their unique perspectives to Canada's most important challenges. Here, you can build momentum that reaches beyond our business, develop skills for the future, and take ownership of your career with support at every stage. Join a firm where your career can make a difference. At KPMG, you'll join a team of diverse and dedicated problem solvers, connected by a common cause: turning insight into opportunity for clients and communities around the world. A…",-79.402726,,data consultant,KPMG,IT Jobs,it-jobs,"Toronto, Ontario","['Canada', 'Ontario', 'Toronto']",,Toronto,2026-04-13/2026-04-19,Friday,True,[],"Manager, Data Analytics & Automation - Data Modernization Architect Overview At KPMG in Canada, our people bring their unique perspectives to Canada's most important challenges. Here, you can build momentum that reaches beyond our business, develop skills for the future, and take ownership of your career with support at every stage. Join a firm where your career can make a difference. At KPMG, you'll join a team of diverse and dedicated problem solvers, connected by a common cause: turning insight into opportunity for clients and communities around the world. A…"
75000.0,44.569365,https://www.adzuna.ca/details/5655723412?utm_medium=api&utm_source=df320f6a,Onsite Project Coordinator,2026-03-05 19:34:33+00:00,65000.0,5655723412,"The Onsite Project Coordinator plays a vital role in supporting the successful delivery of large-scale projects. This position ensures smooth day-to-day coordination of documentation, logistics, and communication between field and office teams. Working closely with the Project Manager and Site Superintendent, the Onsite Project Coordinator helps maintain organization, compliance, and efficiency across the project lifecycle. Key Responsibilities Project Support Assist the Project Manager and Sit…",-80.941059,,data consultant,Prostaff  Solutions Corp.,Admin Jobs,admin-jobs,"Owen Sound, Grey","['Canada', 'Ontario', 'Grey', 'Owen Sound']",,Grey,2026-03-02/2026-03-08,Thursday,True,[],"Onsite Project Coordinator The Onsite Project Coordinator plays a vital role in supporting the successful delivery of large-scale projects. This position ensures smooth day-to-day coordination of documentation, logistics, and communication between field and office teams. Working closely with the Project Manager and Site Superintendent, the Onsite Project Coordinator helps maintain organization, compliance, and efficiency across the project lifecycle. Key Responsibilities Project Support Assist the Project Manager and Sit…"
,43.706102,https://www.adzuna.ca/details/5691216181?utm_medium=api&utm_source=df320f6a,PMIS Manager,2026-04-06 05:09:46+00:00,,5691216181,"Job Description Job Description Company Description Turner & Townsend is a global professional services company with over 22,000 people in more than 60 countries. Working with our clients across real estate, infrastructure, energy and natural resources, we transform together delivering outcomes that improve people’s lives. Working in partnership makes it possible to deliver the world’s most impactful projects and programmes as we turn challenge into opportunity and complexity into success. Our …",-79.402726,full_time,data consultant,Turner & Townsend,Consultancy Jobs,consultancy-jobs,"Toronto, Ontario","['Canada', 'Ontario', 'Toronto']",,Toronto,2026-04-06/2026-04-12,Monday,True,[],"PMIS Manager Job Description Job Description Company Description Turner & Townsend is a global professional services company with over 22,000 people in more than 60 countries. Working with our clients across real estate, infrastructure, energy and natural resources, we transform together delivering outcomes that improve people’s lives. Working in partnership makes it possible to deliver the world’s most impactful projects and programmes as we turn challenge into opportunity and complexity into success. Our …"
,43.706102,https://www.adzuna.ca/details/5710656493?utm_medium=api&utm_source=df320f6a,"First Nations/Inuit/MÃ©tis Candidates: Analyst, AI & Data Transformation",2026-04-25 17:50:28+00:00,,5710656493,"Job Type: Permanent Work Model: Hybrid Reference code: 132180 Primary Location: Toronto, ON All Available Locations: Toronto, ON; Calgary, AB; Edmonton, AB; Ottawa, ON; Vancouver, BC Our Purpose At Deloitte, our purpose is to make an impact that matters, not just for our clients and our people, but for our communities as well. We've been dedicated to empowering Indigenous leaders, communities, and organizations for nearly three decades. By investing our time and professional skills, we aim to b…",-79.402726,,data consultant,Deloitte,IT Jobs,it-jobs,"Toronto, Ontario","['Canada', 'Ontario', 'Toronto']",,Toronto,2026-04-20/2026-04-26,Saturday,True,[],"First Nations/Inuit/MÃ©tis Candidates: Analyst, AI & Data Transformation Job Type: Permanent Work Model: Hybrid Reference code: 132180 Primary Location: Toronto, ON All Available Locations: Toronto, ON; Calgary, AB; Edmonton, AB; Ottawa, ON; Vancouver, BC Our Purpose At Deloitte, our purpose is to make an impact that matters, not just for our clients and our people, but for our communities as well. We've been dedicated to empowering Indigenous leaders, communities, and organizations for nearly three decades. By investing our time and professional skills, we aim to b…"
70000.0,43.65011,https://www.adzuna.ca/details/5690104022?utm_medium=api&utm_source=df320f6a,Mortgage Analyst,2026-04-04 16:30:33+00:00,60000.0,5690104022,"←Back to all jobs at Canada ICI Capital Corporation Mortgage Analyst We are looking for interesting, independent thinkers and doers who can help shape the culture of a forward-looking company that's proud of its legacy. The Mortgage Analyst works in a team-based environment focusing on delivering high quality market analysis and financial reporting. This position will expose the analyst to a wide variety of commercial real estate transactions and provide an industry leading exposure to commerci…",-79.38014,full_time,data consultant,Canada ICI Capital Corporation,Accounting & Finance Jobs,accounting-finance-jobs,"Commerce Court, City of Toronto","['Canada', 'Ontario', 'Toronto', 'City of Toronto', 'Commerce Court']",,Toronto,2026-03-30/2026-04-05,Saturday,True,['Reporting'],"Mortgage Analyst ←Back to all jobs at Canada ICI Capital Corporation Mortgage Analyst We are looking for interesting, independent thinkers and doers who can help shape the culture of a forward-looking company that's proud of its legacy. The Mortgage Analyst works in a team-based environment focusing on delivering high quality market analysis and financial reporting. This position will expose the analyst to a wide variety of commercial real estate transactions and provide an industry leading exposure to commerci…"
,,https://www.adzuna.ca/details/5697637493?utm_medium=api&utm_source=df320f6a,CANADEM - Deployment Officer,2026-04-12 16:35:10+00:00,,5697637493,"Overview CANADEM is seeking a motivated Deployment Officer to join our team. This role offers a strong introduction to how international experts support individuals and communities around the world, with hands‑on experience across our operational work. The Deployment Officer will support CANADEM’s programs in Haiti and around the world. CANADEM is an NGO committed to rostering and mobilizing the right experts and empowering them to enhance the impact of global assistance operations. The main pi…",,full_time,data consultant,Canadem,Consultancy Jobs,consultancy-jobs,"Ottawa, Ottawa region","['Canada', 'Ontario', 'Ottawa region', 'Ottawa']",contract,Ottawa region,2026-04-06/2026-04-12,Sunday,True,[],"CANADEM - Deployment Officer Overview CANADEM is seeking a motivated Deployment Officer to join our team. This role offers a strong introduction to how international experts support individuals and communities around the world, with hands‑on experience across our operational work. The Deployment Officer will support CANADEM’s programs in Haiti and around the world. CANADEM is an NGO committed to rostering and mobilizing the right experts and empowering them to enhance the impact of global assistance operations. The main pi…"
,43.706102,https://www.adzuna.ca/details/5711486797?utm_medium=api&utm_source=df320f6a,Operations Manager - Administrative Services,2026-04-27 04:40:58+00:00,,5711486797,"ShyftLabs ShyftLabs (Illuminz Solutions Inc.) is a leading provider of data-driven, AI-powered solutions, helping businesses transform their operations and achieve sustainable growth. We are seeking a visionary Operations Manager - administrative services to join our Toronto office and lead the strategic and operational direction of our technology initiatives. Location address: 100 Yonge Street, Suite 1501, Toronto, M5C2W1 position: Operations Manager - Administrative Services Salary: $ 80,400 …",-79.402726,,data consultant,,Admin Jobs,admin-jobs,"Toronto, Ontario","['Canada', 'Ontario', 'Toronto']",,Toronto,2026-04-27/2026-05-03,Monday,True,[],"Operations Manager - Administrative Services ShyftLabs ShyftLabs (Illuminz Solutions Inc.) is a leading provider of data-driven, AI-powered solutions, helping businesses transform their operations and achieve sustainable growth. We are seeking a visionary Operations Manager - administrative services to join our Toronto office and lead the strategic and operational direction of our technology initiatives. Location address: 100 Yonge Street, Suite 1501, Toronto, M5C2W1 position: Operations Manager - Administrative Services Salary: $ 80,400 …"
,43.706102,https://www.adzuna.ca/details/5713595059?utm_medium=api&utm_source=df320f6a,AI Prompt Design Specialist,2026-04-29 05:33:25+00:00,,5713595059,"Job Description Job Description About the job Mercor connects elite creative and technical talent with leading AI research labs. Headquartered in San Francisco, our investors include Benchmark , General Catalyst , Peter Thiel , Adam D'Angelo , Larry Summers , and Jack Dorsey . Position: Writing Expert Type: Contract Compensation: $70/hour Location: Remote Commitment: 20 hours/week Role Responsibilities Design and optimize prompts with detailed constraints and instructions. Conduct model testing…",-79.402726,,data consultant,Mercor,IT Jobs,it-jobs,"Toronto, Ontario","['Canada', 'Ontario', 'Toronto']",contract,Toronto,2026-04-27/2026-05-03,Wednesday,True,[],"AI Prompt Design Specialist Job Description Job Description About the job Mercor connects elite creative and technical talent with leading AI research labs. Headquartered in San Francisco, our investors include Benchmark , General Catalyst , Peter Thiel , Adam D'Angelo , Larry Summers , and Jack Dorsey . Position: Writing Expert Type: Contract Compensation: $70/hour Location: Remote Commitment: 20 hours/week Role Responsibilities Design and optimize prompts with detailed constraints and instructions. Conduct model testing…"
